IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
3.101.110.90,80,443,true,SJC,North America,San Jose,211,0.00
54.193.213.190,80,443,true,SJC,North America,San Jose,231,0.00
204.110.220.68,80,443,true,SEA,North America,Seattle,209,0.00
204.110.220.120,80,443,true,SEA,North America,Seattle,213,0.00
3.69.0.8,443,443,true,FRA,Europe,Frankfurt,172,0.00
54.151.68.167,443,443,true,SJC,North America,San Jose,233,0.00
13.57.51.213,80,443,true,SJC,North America,San Jose,231,0.00
204.110.220.12,80,443,true,SEA,North America,Seattle,223,0.00
204.110.220.3,443,443,true,SEA,North America,Seattle,207,0.00
204.110.221.121,80,443,true,SEA,North America,Seattle,219,0.00
13.56.251.164,80,443,true,SJC,North America,San Jose,231,0.00
54.74.189.161,443,443,true,DUB,Europe,Dublin,190,0.00
54.176.142.183,80,443,true,SJC,North America,San Jose,215,0.00
204.110.220.141,80,443,true,SEA,North America,Seattle,242,0.00
204.110.221.22,80,443,true,SEA,North America,Seattle,255,0.00
54.193.109.100,80,443,true,SJC,North America,San Jose,201,0.00
67.226.222.2,443,443,true,ORD,North America,Chicago,254,0.00
67.226.222.81,80,443,true,ORD,North America,Chicago,273,0.00
52.12.11.249,80,443,true,SEA,North America,Seattle,235,0.00
13.54.198.183,443,443,true,SYD,Oceania,Sydney,163,0.00
67.226.222.148,80,443,true,ORD,North America,Chicago,258,0.00
13.40.54.182,80,443,true,LHR,Europe,London,188,0.00
13.57.235.239,80,443,true,SJC,North America,San Jose,210,0.00
67.226.222.86,80,443,true,ORD,North America,Chicago,277,0.00
204.110.221.17,80,443,true,SEA,North America,Seattle,231,0.00
204.110.223.223,80,443,true,ORD,North America,Chicago,273,0.00
204.110.223.207,80,443,true,ORD,North America,Chicago,263,0.00
204.110.220.1,80,443,true,SEA,North America,Seattle,242,0.00
54.203.85.46,80,443,true,SEA,North America,Seattle,239,0.00
67.226.222.132,80,443,true,ORD,North America,Chicago,261,0.00
52.89.138.13,443,443,true,SEA,North America,Seattle,236,0.00
204.110.220.203,80,443,true,SEA,North America,Seattle,248,0.00
204.110.223.9,80,443,true,ORD,North America,Chicago,274,0.00
18.171.244.60,80,443,true,LHR,Europe,London,189,0.00
204.110.220.2,80,443,true,SEA,North America,Seattle,230,0.00
67.226.222.79,80,443,true,ORD,North America,Chicago,260,0.00
204.110.223.183,80,443,true,ORD,North America,Chicago,272,0.00
67.226.222.227,80,443,true,ORD,North America,Chicago,278,0.00
204.110.223.135,80,443,true,ORD,North America,Chicago,280,0.00
204.110.223.199,80,443,true,ORD,North America,Chicago,283,0.00
52.10.78.7,443,443,true,SEA,North America,Seattle,253,0.00
204.110.223.18,80,443,true,ORD,North America,Chicago,266,0.00
18.156.209.101,443,443,true,FRA,Europe,Frankfurt,195,0.00
18.171.159.35,80,443,true,LHR,Europe,London,207,0.00
18.135.67.188,443,443,true,LHR,Europe,London,202,0.00
52.18.155.172,443,0,true,DUB,Europe,Dublin,206,0.00
18.170.39.27,80,443,true,LHR,Europe,London,189,0.00
204.110.223.1,443,443,true,ORD,North America,Chicago,266,0.00
18.170.99.240,80,443,true,LHR,Europe,London,204,0.00
13.37.224.156,2053,0,true,CDG,Europe,Paris,174,0.00
18.171.243.187,80,443,true,LHR,Europe,London,207,0.00
13.41.3.20,443,443,true,LHR,Europe,London,196,0.00
18.171.165.89,80,443,true,LHR,Europe,London,181,0.00
18.171.235.80,80,443,true,LHR,Europe,London,183,0.00
3.123.254.137,8443,443,true,FRA,Europe,Frankfurt,180,0.00
