IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,2.64
8.210.43.213,2053,2053,true,HKG,Asia Pacific,Hong Kong,27,2.60
47.237.83.20,2052,2052,false,SIN,Asia Pacific,Singapore,55,2.60
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,58,2.58
8.219.193.202,443,443,true,SIN,Asia Pacific,Singapore,53,2.55
47.237.125.8,8880,8880,false,SIN,Asia Pacific,Singapore,78,2.46
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,55,2.46
47.236.75.152,2086,2086,false,SIN,Asia Pacific,Singapore,56,2.43
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,2.42
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,2.37
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,107,2.37
8.219.142.191,2087,2087,true,SIN,Asia Pacific,Singapore,58,2.36
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,72,2.35
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,50,2.32
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,27,2.31
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,33,2.30
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,51,2.30
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,25,2.30
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,63,2.27
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,98,2.22
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,77,2.19
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,53,2.18
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,69,2.17
8.210.48.107,2053,2053,true,HKG,Asia Pacific,Hong Kong,34,2.15
8.210.100.23,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,2.12
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,31,2.09
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,57,2.07
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,54,2.05
47.243.74.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,21,2.03
47.245.118.70,2096,2096,true,SIN,Asia Pacific,Singapore,54,2.02
8.210.100.23,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,2.02
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,55,1.99
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,56,1.98
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,90,1.98
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,97,1.97
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,61,1.97
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,1.96
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,35,1.96
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,51,1.94
47.245.96.80,2095,2095,false,SIN,Asia Pacific,Singapore,52,1.93
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,56,1.89
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,1.88
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,23,1.85
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,53,1.85
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,142,1.85
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,55,1.84
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,71,1.83
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,58,1.82
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,102,1.80
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,66,1.78
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,23,1.77
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,55,1.76
8.219.77.222,2095,2095,false,SIN,Asia Pacific,Singapore,62,1.76
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,59,1.75
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,58,1.71
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,61,1.71
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,76,1.65
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,21,1.64
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,56,1.63
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,59,1.63
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,64,1.61
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,60,1.58
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,58,1.57
47.76.203.101,2087,2087,true,HKG,Asia Pacific,Hong Kong,29,1.57
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,1.57
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,78,1.55
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.54
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,62,1.54
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,80,1.54
47.236.205.188,2053,2053,true,SIN,Asia Pacific,Singapore,60,1.54
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,24,1.54
47.237.14.220,2087,2087,true,SIN,Asia Pacific,Singapore,53,1.51
8.219.97.50,2096,2096,true,SIN,Asia Pacific,Singapore,55,1.50
47.236.180.24,2052,2052,false,SIN,Asia Pacific,Singapore,57,1.48
47.237.125.8,2087,2087,true,SIN,Asia Pacific,Singapore,102,1.48
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,57,1.46
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,58,1.45
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,55,1.42
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,51,1.41
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,56,1.41
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,56,1.41
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,74,1.39
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,66,1.38
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,55,1.37
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,81,1.37
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.37
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,54,1.37
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,56,1.35
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,63,1.34
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,24,1.33
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,56,1.33
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,101,1.33
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,68,1.32
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,53,1.32
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,62,1.32
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,22,1.32
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,53,1.32
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,55,1.31
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,76,1.30
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,57,1.29
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,92,1.27
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,73,1.27
47.245.96.80,2086,2086,false,SIN,Asia Pacific,Singapore,55,1.27
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,73,1.25
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,1.25
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,64,1.24
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,77,1.24
8.210.48.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,46,1.24
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,92,1.22
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,59,1.22
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.22
47.245.96.80,2053,2053,true,SIN,Asia Pacific,Singapore,68,1.21
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,60,1.21
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,51,1.21
8.219.194.170,2095,0,false,SIN,Asia Pacific,Singapore,60,1.19
47.243.74.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,27,1.19
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.18
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,59,1.17
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,56,1.13
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,26,1.13
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,107,1.13
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,54,1.11
47.237.125.8,2095,2095,false,SIN,Asia Pacific,Singapore,63,1.11
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,78,1.11
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,57,1.11
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,58,1.10
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,1.10
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,57,1.09
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,92,1.09
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,114,1.09
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,1.08
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,107,1.08
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,26,1.07
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,63,1.07
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,95,1.06
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,61,1.05
47.236.170.225,8443,8443,true,SIN,Asia Pacific,Singapore,55,1.04
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,106,1.04
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,52,1.02
8.222.183.242,2053,2053,true,SIN,Asia Pacific,Singapore,55,1.02
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,52,1.01
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,54,1.00
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.99
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.98
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,65,0.98
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,57,0.98
47.245.96.80,2083,2083,true,SIN,Asia Pacific,Singapore,51,0.98
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,52,0.97
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,25,0.97
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,59,0.96
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,56,0.96
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,64,0.95
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.95
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,89,0.95
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,0.95
47.236.170.225,2087,2087,true,SIN,Asia Pacific,Singapore,86,0.95
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,53,0.94
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,95,0.94
47.237.95.140,8880,0,false,SIN,Asia Pacific,Singapore,63,0.94
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,0.94
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,28,0.93
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,76,0.92
47.237.121.38,2082,2082,false,SIN,Asia Pacific,Singapore,59,0.91
47.242.232.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,0.89
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,57,0.89
47.236.180.24,2087,2087,true,SIN,Asia Pacific,Singapore,57,0.88
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.88
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,61,0.88
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,29,0.87
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,57,0.86
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,98,0.86
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,57,0.86
47.236.170.225,2053,2053,true,SIN,Asia Pacific,Singapore,57,0.85
8.219.98.13,443,443,true,SIN,Asia Pacific,Singapore,82,0.84
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,57,0.84
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,0.83
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,25,0.82
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,62,0.81
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,55,0.80
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,55,0.79
47.237.125.8,2052,2052,false,SIN,Asia Pacific,Singapore,59,0.79
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,81,0.79
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,62,0.79
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.79
8.219.78.188,2083,2083,true,SIN,Asia Pacific,Singapore,67,0.78
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,57,0.77
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,102,0.76
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,61,0.76
47.245.96.80,8880,8880,false,SIN,Asia Pacific,Singapore,61,0.75
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,59,0.75
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,52,0.75
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,60,0.74
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,76,0.73
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,60,0.73
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,61,0.71
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,53,0.71
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,75,0.71
47.236.170.225,2096,2096,true,SIN,Asia Pacific,Singapore,55,0.70
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,63,0.70
8.210.43.213,2096,2096,true,HKG,Asia Pacific,Hong Kong,27,0.69
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,62,0.69
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,48,0.69
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,100,0.67
47.236.125.62,2082,2082,false,NRT,Asia Pacific,Tokyo,137,0.66
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,70,0.66
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,52,0.66
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.65
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,56,0.65
47.236.17.193,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.64
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,0.63
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.62
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,61,0.62
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.62
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,78,0.61
