IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.96.80,8080,8080,false,SIN,Asia Pacific,Singapore,114,0.00
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,71,0.00
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,143,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,70,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,66,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,105,0.00
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,124,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,63,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,132,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,80,0.00
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,75,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,120,0.00
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,80,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,78,0.00
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,189,0.00
8.219.170.232,8080,8080,false,SIN,Asia Pacific,Singapore,59,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,97,0.00
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,166,0.00
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,93,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,61,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,70,0.00
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,84,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,62,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,61,0.00
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,97,0.00
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,97,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,82,0.00
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,58,0.00
47.236.80.110,8080,8080,false,SIN,Asia Pacific,Singapore,73,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,55,0.00
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,90,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,59,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,59,0.00
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,67,0.00
8.219.65.216,80,80,false,SIN,Asia Pacific,Singapore,115,0.00
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,73,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,87,0.00
47.236.180.24,80,80,false,SIN,Asia Pacific,Singapore,93,0.00
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,71,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,56,0.00
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,55,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,56,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,58,0.00
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,79,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,143,0.00
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,83,0.00
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,54,0.00
54.251.92.52,443,443,true,SIN,Asia Pacific,Singapore,138,0.00
8.222.208.38,2087,2087,true,SIN,Asia Pacific,Singapore,70,0.00
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,65,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,74,0.00
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,60,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,74,0.00
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,76,0.00
96.0.144.79,80,80,false,SIN,Asia Pacific,Singapore,133,0.00
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,78,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,68,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,70,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,63,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,118,0.00
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,54,0.00
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,90,0.00
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,57,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,85,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,65,0.00
8.219.97.50,2096,2096,true,SIN,Asia Pacific,Singapore,66,0.00
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,105,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,83,0.00
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,60,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,60,0.00
8.222.156.242,8080,8080,false,SIN,Asia Pacific,Singapore,82,0.00
103.75.188.126,443,443,true,SIN,Asia Pacific,Singapore,237,0.00
47.237.121.38,80,80,false,SIN,Asia Pacific,Singapore,93,0.00
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,171,0.00
45.159.50.35,58124,443,true,SIN,Asia Pacific,Singapore,109,0.00
8.222.165.117,2083,2083,true,SIN,Asia Pacific,Singapore,63,0.00
8.219.189.143,2095,0,false,SIN,Asia Pacific,Singapore,121,0.00
8.219.60.54,2096,0,true,SIN,Asia Pacific,Singapore,103,0.00
43.156.116.194,443,443,true,SIN,Asia Pacific,Singapore,314,0.00
8.219.126.240,443,443,true,SIN,Asia Pacific,Singapore,86,0.00
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,65,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,69,0.00
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,59,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,157,0.00
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,85,0.00
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,56,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,57,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,69,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,76,0.00
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,62,0.00
